Sentence,POS_Tags,TF_IDF,Sentiment_Score,Custom_Embeddings,Sentence_Length
Eh?,"[('Eh?', 'NNP')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[ 9.5953131e-03 -3.0758977e-04  4.1035842e-03  9.1973785e-03
  7.9028128e-04 -5.4691912e-04 -7.0627332e-03 -7.2675631e-03
  4.3350947e-03  8.7100053e-03  3.1611335e-03 -3.1775259e-03
 -1.7339241e-03  2.2982883e-03 -1.3596094e-03  5.5109023e-04
 -6.8638907e-03 -5.3002764e-03  4.1949735e-03 -3.2204270e-04
  5.3683496e-03  4.3595195e-04 -4.5707668e-03 -8.4107658e-03
  6.6233780e-03  4.2526008e-04  3.1270026e-03  9.9189403e-03
  1.3379967e-03  8.1074294e-03  2.1498620e-03  9.5743896e-04
 -9.5673492e-03  4.3584979e-03 -8.9934766e-03 -9.1674710e-03
  9.9035259e-03  6.0455417e-03 -3.3879208e-03  5.8183456e-03
  4.8224507e-03  7.1021793e-03  2.3421706e-03  4.5050550e-03
  4.2882469e-03  7.6778140e-03  2.1732569e-04  2.3960674e-03
 -2.8626205e-04 -9.5185889e-03  3.7022936e-03 -4.8426129e-03
  6.9036912e-03 -9.5277317e-03  5.3377412e-03  2.0858669e-03
  6.0267365e-03 -6.2897755e-03 -3.9280043e-03 -4.5370101e-03
  4.0857019e-03  6.9265114e-03 -5.1808450e-03  8.9739300e-03
  7.1960022e-03  5.4999255e-03  8.8224029e-03 -1.6376781e-03
  7.6888348e-03 -9.0523586e-03 -7.8929318e-03  9.3995938e-03
  2.6601041e-03  8.9964857e-03  7.9281759e-03 -6.8099536e-03
 -3.9526331e-03 -7.0115910e-03  9.1503384e-03 -6.5189805e-03
 -6.7389128e-04 -3.0492796e-03  8.7171011e-03  1.6101992e-03
  2.7791143e-04 -2.1835959e-03 -3.3779992e-03 -2.5617122e-03
 -6.9954563e-03  5.7502296e-03 -4.7398936e-03 -8.1862779e-03
  8.8380577e-05 -5.7229255e-03 -3.3881022e-03  2.0254422e-03
 -7.1910010e-03 -2.9512942e-03 -5.6363344e-03  4.2039063e-03]",1
It really sucks.,"[('It', 'PRP'), ('really', 'RB'), ('sucks.', 'NNS')]",[0. 0. 0. ... 0. 0. 0.],-0.4201,"[-4.8633590e-03  7.8779859e-03  4.7869314e-03 -1.3348756e-04
  2.0478440e-03 -1.8411662e-02  1.2133896e-02  2.1529915e-02
 -9.9204294e-03 -2.4330162e-03 -5.3732637e-03 -1.5615381e-02
 -2.3471697e-03  6.2261461e-03  2.2636175e-03 -8.0254935e-03
 -2.1150138e-03 -6.6789463e-03 -7.6582259e-03 -2.3324756e-02
  5.9247701e-03  8.7686917e-03  6.2256847e-03 -9.7753573e-03
  7.3994678e-03  2.4837048e-03 -8.3947321e-03 -4.3213521e-03
 -1.4529612e-02  6.3016918e-03  1.9959679e-02  5.3304937e-03
  2.4356183e-03 -6.8203774e-03 -4.7466853e-03  1.3517846e-02
  1.2330182e-02 -1.1508932e-03 -9.1698561e-03 -1.0938623e-02
  4.2739708e-04 -7.4995272e-03 -5.5693588e-03  1.7614443e-03
  1.6862167e-02 -3.2407835e-03 -7.1606082e-03 -1.8434816e-04
  8.9327730e-03  7.5036013e-03  1.5703900e-03 -6.0656504e-03
  2.6221045e-03 -2.3783550e-03 -1.2801691e-02  8.0527682e-03
  2.1275971e-03  4.1181291e-03 -5.0837267e-03  4.9030283e-03
 -1.6225571e-03  1.0249427e-03  6.9459863e-03  1.3628339e-04
 -1.1064246e-02  8.4534436e-03  6.2127518e-03  8.4733209e-03
 -1.8306173e-02  1.2556995e-02 -6.5342966e-03  4.4604684e-03
  3.9397539e-03  1.4611991e-03  8.9627439e-03  4.7271610e-03
  9.1463840e-04 -5.9769023e-03 -1.1119023e-02  3.6041019e-05
 -2.0901063e-03 -2.2846672e-03 -7.2423741e-03  1.6106552e-02
 -5.9421957e-03 -9.0470474e-04  1.0363514e-02  7.9554971e-03
  5.9759300e-03  9.1098761e-03  1.8162558e-02  7.4925981e-03
  3.6531466e-03 -1.2162402e-03  1.4475870e-02  4.9620140e-03
  1.3473275e-02 -6.7556053e-03  4.0065483e-04 -3.8474987e-03]",3
"And it's hard because when you're, like, in the throes of a sickness, you can't remember what it's like to be well.","[('And', 'CC'), (""it's"", 'PRP'), ('hard', 'JJ'), ('because', 'IN'), ('when', 'WRB'), (""you're,"", 'PRP'), ('like,', 'IN'), ('in', 'IN'), ('the', 'DT'), ('throes', 'NNS'), ('of', 'IN'), ('a', 'DT'), ('sickness,', 'NN'), ('you', 'PRP'), (""can't"", 'MD'), ('remember', 'VB'), ('what', 'WP'), (""it's"", 'PRP'), ('like', 'IN'), ('to', 'TO'), ('be', 'VB'), ('well.', 'RB')]",[0. 0. 0. ... 0. 0. 0.],0.6908,"[-1.20379692e-02  2.52306629e-02  8.26651137e-03 -5.93853707e-04
  1.42725101e-02 -4.44958210e-02  1.63343530e-02  5.08042946e-02
 -1.93017982e-02 -1.90272164e-02 -7.70510267e-03 -3.67383286e-02
 -4.22996981e-03  1.49324890e-02  1.14599876e-02 -1.65528432e-02
  6.61501288e-03 -1.74687132e-02 -5.28277457e-03 -4.33786698e-02
  1.30548412e-02  1.60822645e-02  1.52686359e-02 -1.39531558e-02
 -4.32243338e-03  5.31043904e-03 -1.25479782e-02 -8.16086214e-03
 -3.38566191e-02  2.56282301e-03  3.70359905e-02 -1.66896018e-04
  6.60854043e-04 -2.62748115e-02 -1.41120106e-02  2.43939515e-02
  1.66736078e-02 -1.33238882e-02 -1.70660764e-02 -3.10401861e-02
  9.54859052e-03 -1.63706262e-02 -1.53364986e-02  2.52678819e-05
  2.79992893e-02 -3.30859795e-03 -1.76458675e-02 -6.69261348e-03
  1.67803727e-02  1.24777472e-02  1.23885507e-02 -1.80464499e-02
 -1.79965317e-03 -3.54342931e-03 -2.25132592e-02  1.20151816e-02
  6.00259565e-03  5.31728100e-03 -2.31952891e-02  5.69899520e-03
  4.51467512e-03  8.04825686e-04  1.14938775e-02 -9.39634070e-03
 -2.28411835e-02  2.06871852e-02  1.38725555e-02  2.26829033e-02
 -3.28772627e-02  2.78701540e-02 -2.20113322e-02  1.69998500e-02
  2.47911680e-02  2.15325039e-03  3.30917872e-02  1.46385394e-02
 -1.52460870e-03 -9.77366115e-04 -2.27239411e-02 -1.28402980e-03
 -1.61595810e-02  4.58750967e-03 -2.03942247e-02  3.27653885e-02
 -9.68175754e-03 -8.42140615e-03  1.17628863e-02  2.02156026e-02
  2.09098235e-02  6.74897479e-03  3.31299566e-02  1.63502917e-02
  4.45017684e-03  1.80748862e-03  4.10672128e-02  1.97193641e-02
  2.02510338e-02 -2.20407881e-02 -6.51901541e-03 -4.03234689e-03]",22
"Well, I guess at the end of the day, it's her choice and we got to respect it.","[('Well,', 'RB'), ('I', 'PRP'), ('guess', 'NN'), ('at', 'IN'), ('the', 'DT'), ('end', 'NN'), ('of', 'IN'), ('the', 'DT'), ('day,', 'NN'), (""it's"", 'PRP'), ('her', 'PRP$'), ('choice', 'NN'), ('and', 'CC'), ('we', 'PRP'), ('got', 'VBD'), ('to', 'TO'), ('respect', 'NN'), ('it.', 'PRP')]",[0. 0. 0. ... 0. 0. 0.],0.6369,"[-1.59095041e-02  2.78403033e-02  6.10428071e-03 -1.88618980e-03
  1.66411586e-02 -4.86374162e-02  2.20891908e-02  6.01257607e-02
 -2.35182419e-02 -1.92739889e-02 -9.71399713e-03 -3.92123349e-02
 -5.91335492e-03  1.57358050e-02  1.04121575e-02 -1.96745060e-02
  7.55493855e-03 -1.68920681e-02 -8.32248572e-03 -5.33997901e-02
  1.54123139e-02  1.75650604e-02  1.69248804e-02 -1.69602428e-02
 -2.55834963e-03  2.05763546e-03 -1.21197449e-02 -1.10000493e-02
 -4.06256355e-02  4.02841531e-03  4.14909348e-02  1.10016309e-03
  2.37005926e-03 -3.10120415e-02 -1.44845331e-02  2.73655709e-02
  1.87935550e-02 -1.34469531e-02 -1.71029065e-02 -3.67372148e-02
  1.10111525e-02 -1.98308006e-02 -1.44376457e-02  3.32697947e-03
  3.50116417e-02 -4.73621441e-03 -1.99784990e-02 -6.69697067e-03
  1.95011422e-02  1.40799619e-02  1.35330288e-02 -1.80751327e-02
 -1.00595425e-04 -5.65619208e-03 -2.46818084e-02  1.36483544e-02
  6.79414580e-03  4.00863495e-03 -2.83590350e-02  9.07587353e-03
  7.36757275e-03 -5.81625849e-04  1.28490906e-02 -1.08143408e-02
 -2.60475334e-02  2.33400166e-02  1.46323740e-02  2.75538918e-02
 -3.77611034e-02  3.28980573e-02 -2.13001464e-02  1.99488886e-02
  3.03870831e-02  1.35617156e-03  3.78417335e-02  1.63132641e-02
  1.76778168e-03  8.82794848e-05 -2.32439488e-02 -2.30979430e-03
 -1.76352747e-02  3.19106062e-03 -2.47031804e-02  3.69448103e-02
 -9.56190191e-03 -9.47276969e-03  1.47418063e-02  2.11894307e-02
  2.45464314e-02  7.29720807e-03  4.02172841e-02  1.67138446e-02
  7.78376404e-03  2.69620493e-03  4.78736423e-02  1.92849319e-02
  2.32233312e-02 -2.53329184e-02 -3.07261106e-03 -5.92684420e-03]",18
"Yeah, true.","[('Yeah,', 'UH'), ('true.', 'JJ')]",[0. 0. 0. ... 0. 0. 0.],0.6124,"[-0.00047018  0.00457017  0.0009597  -0.00119062  0.00204842 -0.00394533
  0.00742461  0.00782848 -0.00585289 -0.00434788  0.00154851 -0.01043601
  0.00175255 -0.00229379  0.00309129 -0.00529663 -0.00022863 -0.00535702
  0.00187692 -0.01139254  0.00886965  0.00160276 -0.00249    -0.00689122
 -0.00373496  0.00386917  0.00020573  0.00542709 -0.00348573  0.00561139
  0.00287265 -0.00169667 -0.00079186 -0.0047516  -0.01034898  0.0043105
  0.00676529 -0.00252486  0.00045111 -0.00227996  0.00161528 -0.00697639
 -0.003647   -0.00145469  0.0032613  -0.00163945  0.0057343   0.00325967
 -0.00584172  0.00644577  0.00426342 -0.00419895  0.00538698 -0.00080353
 -0.00742808  0.00499027  0.00108367 -0.00343343 -0.0109995  -0.00400276
 -0.00567738  0.00488343 -0.00053935 -0.00267731  0.00502648  0.00768604
  0.00410884  0.01047308 -0.00465905  0.00545358 -0.00628631 -0.00128791
  0.01066728 -0.00334792  0.00981623  0.00858138 -0.0074307   0.00676548
 -0.00510807 -0.00016399  0.00109494 -0.00327925 -0.00902171  0.01170949
 -0.00614028 -0.00056233  0.00215074  0.00028456  0.00654001  0.0069979
  0.00302818  0.0010714   0.0042487  -0.00302244  0.01236826  0.00215239
  0.00392532 -0.00545616  0.00430881  0.00074113]",2
Izzy's incredibly sick.,"[(""Izzy's"", 'NNP'), ('incredibly', 'RB'), ('sick.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],-0.5563,"[-2.1210297e-03 -6.3400186e-04  3.0420041e-03  2.8364211e-03
 -2.8639038e-03  2.8935678e-03 -1.5252720e-03  6.7244568e-03
 -3.3242966e-03  4.1515972e-03 -1.0287933e-04  5.9128256e-04
 -2.9346806e-03 -2.6492618e-03 -4.3925592e-03 -6.5921829e-03
 -3.6661295e-04 -1.0693505e-03 -3.3493917e-03 -7.9920469e-04
  2.9819405e-03  2.7649191e-03 -2.0200450e-03  3.3687183e-03
  3.9932043e-03 -5.3558388e-04  3.7232076e-03 -1.2048535e-03
  2.3146679e-03 -4.7077760e-03  5.4646484e-03 -6.7125387e-05
  4.0347638e-04 -6.7614607e-04  4.1643144e-03  1.6760728e-03
  2.6168299e-03  6.3848140e-04 -3.6610677e-04 -3.4068234e-03
 -1.8386093e-04 -2.0764747e-03 -5.7563250e-04  5.6752763e-03
  2.1258125e-03 -4.7483717e-04  6.5287817e-03  2.4356090e-03
 -9.9222932e-04  2.0645156e-03  1.3918577e-03  1.6418741e-03
  3.8887279e-03  5.3996663e-03  5.5497885e-03 -2.4432410e-04
 -4.0027965e-03  2.1570595e-03  8.3728466e-04  1.2643089e-03
  2.6380979e-03  3.0274948e-03 -4.1257627e-03  4.5187478e-03
 -2.9126175e-03 -3.4227122e-03 -2.7628783e-03 -4.9910848e-03
  2.2718199e-03  6.7088753e-04 -1.7016501e-03 -1.0306466e-03
  2.0385541e-03 -7.3867309e-04  8.3262166e-03  5.2499808e-03
 -8.4054926e-03  2.0686742e-03  5.6585902e-04  1.7818852e-03
 -7.9190760e-04  3.6131814e-03 -1.0674782e-03  2.2787906e-03
  6.7199194e-03  8.8630168e-04  3.5192445e-03 -1.0231844e-03
 -1.1452087e-03  1.1549514e-03  4.3212562e-03  8.2503287e-03
  6.5885944e-04  5.7377946e-03  3.7511315e-03 -6.6386972e-04
  1.4978225e-03 -2.4414980e-03 -3.7316754e-03 -4.7177109e-03]",3
It's hard to kind of trust your mental space when you're feeling that rough.,"[(""It's"", 'PRP'), ('hard', 'JJ'), ('to', 'TO'), ('kind', 'NN'), ('of', 'IN'), ('trust', 'NN'), ('your', 'PRP$'), ('mental', 'NN'), ('space', 'NN'), ('when', 'WRB'), (""you're"", 'PRP'), ('feeling', 'VBG'), ('that', 'IN'), ('rough.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.4779,"[-0.0091371   0.01794327  0.00864683  0.00057088  0.01063767 -0.03513796
  0.01533061  0.04054492 -0.01527764 -0.01706872 -0.00630863 -0.02942009
 -0.00272664  0.01055957  0.0101083  -0.01240002  0.00398539 -0.01176266
 -0.0023107  -0.03504146  0.01090074  0.01186164  0.01155926 -0.01073554
 -0.00123145  0.00153272 -0.01028905 -0.00704663 -0.02378328  0.00426242
  0.02652775 -0.00183695  0.00077526 -0.02346314 -0.00880165  0.02001582
  0.0127778  -0.00889701 -0.01064656 -0.02463074  0.00790217 -0.01478537
 -0.00941936  0.00266928  0.0229857  -0.00505486 -0.01207574 -0.00478125
  0.01527319  0.01034836  0.0098804  -0.01384799  0.00013379 -0.00188457
 -0.01798625  0.01154018  0.00479925  0.00250322 -0.02015686  0.00642111
  0.00484681  0.00090575  0.00813925 -0.00654187 -0.01846727  0.01853659
  0.01018188  0.02047138 -0.02423649  0.02084891 -0.0171341   0.01200169
  0.0223646   0.00135538  0.02502963  0.01240864  0.00136376 -0.00150079
 -0.01339621 -0.0018425  -0.0112623   0.00204974 -0.01828607  0.0246226
 -0.00566718 -0.0063231   0.00860593  0.01864699  0.01681718  0.00486033
  0.02651205  0.01391113  0.00399402  0.00277696  0.03428779  0.01478215
  0.0157614  -0.01910328 -0.00563666 -0.00346416]",14
I'm sure a huge part of her just wants to call it quits and go home.,"[(""I'm"", 'PRP'), ('sure', 'NN'), ('a', 'DT'), ('huge', 'JJ'), ('part', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('just', 'RB'), ('wants', 'VBZ'), ('to', 'TO'), ('call', 'NN'), ('it', 'PRP'), ('quits', 'NNS'), ('and', 'CC'), ('go', 'VB'), ('home.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.5574,"[-0.0143867   0.025187    0.00472471 -0.00407385  0.0122769  -0.04508291
  0.0160277   0.05241666 -0.01960575 -0.01933712 -0.00603645 -0.03427604
 -0.00641818  0.01228873  0.01135252 -0.01544786  0.0079984  -0.01887392
 -0.00534632 -0.04526915  0.01335431  0.01260347  0.01718972 -0.01223804
  0.00010956  0.00419326 -0.01303868 -0.0108098  -0.03441717  0.00438487
  0.03621339  0.00217712  0.00056164 -0.02678378 -0.01185726  0.02641883
  0.01817749 -0.01210809 -0.01471101 -0.03212049  0.00984862 -0.01852603
 -0.01351693  0.00157396  0.02847468 -0.00379383 -0.01871135 -0.00451937
  0.01962257  0.01054039  0.01239351 -0.01599317  0.00055065 -0.00390509
 -0.02056699  0.01326909  0.00546642  0.00445975 -0.02155156  0.00672319
  0.00694213  0.0005186   0.01281492 -0.01111695 -0.02319077  0.02025284
  0.01409373  0.02215259 -0.03335459  0.02541511 -0.02142322  0.01696313
  0.02288052  0.00043564  0.03276195  0.01610753 -0.00139713  0.00124565
 -0.02124291 -0.00185092 -0.01703583  0.00571365 -0.01864997  0.03204617
 -0.00740989 -0.00582545  0.01409249  0.01881103  0.02061719  0.00857977
  0.03441062  0.01715019  0.00676564  0.00203536  0.04143798  0.01675653
  0.02095948 -0.02395955 -0.00365909 -0.00491558]",16
I know that she really wants to play this game as well and that it would have to take a lot for her to throw in the tower.,"[('I', 'PRP'), ('know', 'VB'), ('that', 'IN'), ('she', 'PRP'), ('really', 'RB'), ('wants', 'VBZ'), ('to', 'TO'), ('play', 'NN'), ('this', 'DT'), ('game', 'NN'), ('as', 'IN'), ('well', 'RB'), ('and', 'CC'), ('that', 'IN'), ('it', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('to', 'TO'), ('take', 'VB'), ('a', 'DT'), ('lot', 'NN'), ('for', 'IN'), ('her', 'PRP$'), ('to', 'TO'), ('throw', 'NN'), ('in', 'IN'), ('the', 'DT'), ('tower.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.5809,"[-1.4293233e-02  3.1392120e-02  7.1705757e-03 -4.9747492e-04
  1.6161587e-02 -5.4782093e-02  2.1098275e-02  6.5422669e-02
 -2.2693006e-02 -2.2134813e-02 -1.0348580e-02 -4.5378912e-02
 -5.7898620e-03  1.6793931e-02  1.2808988e-02 -2.0995319e-02
  9.7229481e-03 -2.2189546e-02 -7.0984066e-03 -5.7032038e-02
  1.8060585e-02  1.9091280e-02  1.8957626e-02 -1.7760862e-02
  2.2872060e-04  5.9173596e-03 -1.7315861e-02 -1.0341058e-02
 -4.3186333e-02  6.3571148e-03  4.4520669e-02  1.3062578e-03
  9.5461961e-04 -3.4269791e-02 -1.7126512e-02  2.8540891e-02
  1.9140158e-02 -1.6858423e-02 -1.8394554e-02 -3.8717616e-02
  9.9166939e-03 -2.2686569e-02 -1.6992591e-02  1.8810807e-03
  3.6080632e-02 -4.8524323e-03 -2.1211442e-02 -8.5701337e-03
  2.1219447e-02  1.5627954e-02  1.5256494e-02 -2.1115590e-02
 -1.5844863e-03 -6.6772583e-03 -2.6597383e-02  1.5965886e-02
  5.8886739e-03  5.8440152e-03 -2.7274430e-02  1.1330125e-02
  5.9760497e-03 -8.7266654e-04  1.2533412e-02 -1.1248613e-02
 -2.6298618e-02  2.6632342e-02  1.6759975e-02  3.0507084e-02
 -4.0445473e-02  3.6897603e-02 -2.5546808e-02  2.0550927e-02
  3.0824801e-02  1.7809799e-04  3.9210003e-02  1.7157970e-02
 -4.6020030e-04 -8.0805570e-05 -2.5007185e-02 -2.1337415e-03
 -2.2429740e-02  7.6635075e-03 -2.6098350e-02  4.0457238e-02
 -9.5976461e-03 -9.1647347e-03  1.8554414e-02  2.3995239e-02
  2.7125701e-02  7.5564017e-03  4.2271923e-02  1.8284332e-02
  8.1344871e-03  2.5879948e-03  5.0393164e-02  2.0023225e-02
  2.6882788e-02 -2.9634241e-02 -7.3902914e-03 -4.1566328e-03]",28
"We really voted off the wrong person, didn't we?","[('We', 'PRP'), ('really', 'RB'), ('voted', 'VBD'), ('off', 'IN'), ('the', 'DT'), ('wrong', 'JJ'), ('person,', 'NN'), (""didn't"", 'VBD'), ('we?', 'PRP')]",[0. 0. 0. ... 0. 0. 0.],-0.4767,"[-8.48757569e-03  1.47718471e-02  8.41426663e-04 -4.09511896e-03
  1.11344717e-02 -2.53353938e-02  1.17001571e-02  3.52249108e-02
 -8.49231053e-03 -9.71361063e-03 -5.32439491e-03 -2.30526850e-02
 -2.59079156e-03  7.78829213e-03  8.07825383e-03 -1.41727841e-02
  5.91646554e-03 -1.24047063e-02 -5.01387659e-03 -3.07466909e-02
  1.14106005e-02  1.23103959e-02  7.61130126e-03 -7.16905622e-03
 -7.95191852e-04  1.59327604e-03 -8.73581693e-03 -6.97422773e-03
 -2.03739684e-02  6.83333771e-03  2.49928515e-02  3.15502379e-03
 -1.67427096e-03 -1.53465169e-02 -8.13601352e-03  1.39196450e-02
  1.16404686e-02 -8.15863442e-03 -1.07587781e-02 -1.90230161e-02
  1.70584419e-03 -1.39077855e-02 -8.56399909e-03  3.11916973e-03
  1.79946553e-02 -2.12586834e-03 -1.14201978e-02 -2.73936451e-03
  9.73891839e-03  9.18372720e-03  7.37391645e-03 -1.41784335e-02
 -1.64057210e-03 -6.08628569e-03 -1.52612580e-02  1.07068447e-02
  3.96645395e-03  2.88564712e-03 -1.26041584e-02  6.71787886e-03
  6.29657600e-03  1.70259597e-03  6.72853319e-03 -4.40532155e-03
 -1.68484692e-02  1.44340051e-02  9.25182644e-03  1.69809852e-02
 -2.47542895e-02  1.61732677e-02 -1.34963337e-02  1.23190004e-02
  1.89882144e-02 -1.01331570e-04  1.68192666e-02  1.10498229e-02
  2.47378182e-03  2.60728539e-05 -1.50052160e-02  9.34823824e-04
 -7.19505781e-03  1.08398416e-03 -1.27909333e-02  2.09651012e-02
 -4.22650250e-03 -6.12475630e-03  7.02653592e-03  1.16193546e-02
  1.45545667e-02  5.23416931e-03  2.52754930e-02  9.30111669e-03
  5.63771231e-03  1.96179352e-03  2.41530221e-02  1.34721361e-02
  1.39655732e-02 -1.33534838e-02 -7.50620617e-04 -3.74099403e-03]",9
"If you want to win in Survivor, you have to take the noxy on the way.","[('If', 'IN'), ('you', 'PRP'), ('want', 'NN'), ('to', 'TO'), ('win', 'NN'), ('in', 'IN'), ('Survivor,', 'NN'), ('you', 'PRP'), ('have', 'VB'), ('to', 'TO'), ('take', 'VB'), ('the', 'DT'), ('noxy', 'NN'), ('on', 'IN'), ('the', 'DT'), ('way.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.765,"[-0.01153662  0.03208427  0.00634043 -0.00178044  0.01899819 -0.05334449
  0.02023896  0.06262343 -0.02188389 -0.02151084 -0.00764015 -0.04439537
 -0.00335722  0.01528512  0.01244156 -0.02073295  0.01228948 -0.01839402
 -0.00615373 -0.05443854  0.01626708  0.01800447  0.01840186 -0.01970747
  0.00031365  0.00393084 -0.01450463 -0.01136859 -0.04007478  0.00439675
  0.04334306 -0.00102753 -0.00037984 -0.03155991 -0.01878942  0.02767666
  0.01659464 -0.01572036 -0.01816065 -0.03802366  0.01027027 -0.0209622
 -0.013558    0.00180154  0.0339707   0.00020112 -0.0197884  -0.0084781
  0.01788199  0.01607277  0.01622355 -0.02033597 -0.00386976 -0.00575936
 -0.02759588  0.0135944   0.00702696  0.00481091 -0.02950182  0.00575135
  0.00489453 -0.0020834   0.01327061 -0.00892333 -0.02763147  0.02744403
  0.01626772  0.02548412 -0.03892271  0.03357552 -0.02450116  0.02138958
  0.03016248  0.00164981  0.03866683  0.01490427  0.00210621  0.00085307
 -0.02413454  0.00061933 -0.02070399  0.00543192 -0.02638491  0.03794965
 -0.00924834 -0.00913801  0.01637043  0.02006955  0.02329765  0.00845302
  0.04065926  0.01810939  0.00626111  0.00030802  0.04790254  0.02070569
  0.02749575 -0.02550422 -0.00700988 -0.00534353]",16
Isabelle would probably be looked upon now.,"[('Isabelle', 'NNP'), ('would', 'MD'), ('probably', 'RB'), ('be', 'VB'), ('looked', 'VBD'), ('upon', 'IN'), ('now.', 'RB')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-0.00672925  0.01308998 -0.00106137 -0.00094343  0.00329377 -0.01766917
  0.00629632  0.02111962 -0.00794744 -0.00313341 -0.00316547 -0.01709772
 -0.00539615  0.0047933   0.00170858 -0.00684873  0.00679209 -0.00816089
 -0.00261057 -0.01506042  0.00463347  0.01072373  0.00487208 -0.00598883
 -0.00270559  0.00505598 -0.00603284 -0.00763807 -0.01181067 -0.00124773
  0.01471555  0.00147132 -0.00093174 -0.00627481 -0.00710955  0.00967667
  0.00849147 -0.00775627 -0.00611714 -0.01301706  0.00321163 -0.008634
 -0.00577639 -0.00156321  0.01049958 -0.00480461 -0.00439914 -0.00230785
  0.00227136  0.00160453  0.00501773 -0.00530627  0.00186257  0.00176182
 -0.0103313   0.00480593  0.00381207 -0.00320691 -0.0097445   0.00728754
 -0.00011252  0.00031571  0.00406759 -0.00534471 -0.00540804  0.00905554
  0.00676593  0.01317364 -0.01310861  0.01041347 -0.00541847  0.00609897
  0.00717836 -0.00093562  0.01330627  0.00563856 -0.00319086  0.00357844
 -0.01140913 -0.00235548 -0.00583264  0.00078122 -0.00750303  0.0128403
 -0.0059145  -0.00246148  0.00386073  0.00912744  0.0108466   0.00444514
  0.01106133  0.0071007   0.00097704 -0.00217108  0.01731036  0.00800923
  0.01142572 -0.00517275 -0.00180156  0.00076466]",7
As the weekly you can't even stand up.,"[('As', 'IN'), ('the', 'DT'), ('weekly', 'JJ'), ('you', 'PRP'), (""can't"", 'MD'), ('even', 'RB'), ('stand', 'NN'), ('up.', 'RB')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-9.56679322e-03  1.24260820e-02  4.91308700e-03 -2.55289185e-03
  1.14531461e-02 -2.89704464e-02  1.34142693e-02  3.57019566e-02
 -1.33143626e-02 -1.13736410e-02 -4.34998563e-03 -2.44708918e-02
 -2.68065324e-03  7.02742254e-03  6.87993923e-03 -9.80237126e-03
  5.42339776e-03 -1.10198781e-02 -5.12268953e-03 -3.28314230e-02
  9.35117155e-03  1.38278678e-02  8.37887730e-03 -1.16853658e-02
  8.76902661e-04  1.89493352e-03 -7.26113701e-03 -7.14760693e-03
 -2.88989227e-02  3.33313830e-04  2.33746842e-02  8.54318845e-04
  5.26504067e-04 -1.71079040e-02 -9.64294560e-03  1.54730845e-02
  9.41189006e-03 -1.07412441e-02 -1.09980050e-02 -2.25914326e-02
  6.86419057e-03 -1.09627284e-02 -6.29722793e-03  2.41379277e-03
  2.11673398e-02 -3.54036968e-03 -1.36374440e-02 -3.22492723e-03
  6.92667114e-03  9.52002686e-03  5.24281384e-03 -1.31823895e-02
 -2.23155040e-03 -5.17120212e-03 -1.80341955e-02  7.20633380e-03
  5.00734849e-03  5.88069670e-04 -1.63854510e-02  4.69814055e-03
  6.87476015e-04  3.83232837e-04  1.30941262e-02 -6.90214196e-03
 -1.81159340e-02  1.33552393e-02  7.30768126e-03  1.49218962e-02
 -2.56910492e-02  1.98137965e-02 -1.28864832e-02  1.61544569e-02
  1.89169459e-02  4.94057313e-05  2.11133976e-02  8.18995759e-03
  2.04527844e-03 -3.50366085e-04 -1.43637471e-02 -1.18241936e-03
 -8.44358094e-03  3.63041391e-03 -1.56781971e-02  2.24634558e-02
 -7.37492740e-03 -6.19442528e-03  1.03078764e-02  1.43872332e-02
  1.52102849e-02  5.77930454e-03  2.14466434e-02  1.08119603e-02
  5.85854519e-03  2.70163966e-03  2.74393596e-02  1.36478562e-02
  1.25930244e-02 -1.72495004e-02 -1.72122917e-03 -1.69059099e-03]",8
