Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:29:19,000","00:29:19,000",Yes.,Yes.,Yes.,neutral,neutral
"00:29:19,000","00:29:20,000",100%.,100%.,100%.,neutral,neutral
"00:29:20,000","00:29:21,000","One, two, three.","One, two, three.","One, two, three.",neutral,neutral
"00:29:21,000","00:29:22,000",Yeah.,Yeah.,Yeah.,neutral,neutral
"00:29:22,000","00:29:23,000",We need a fourth.,We need a fourth.,We need a fourth.,neutral,neutral
"00:29:23,000","00:29:24,000",Yeah.,Yeah.,Yeah.,neutral,neutral
"00:29:24,000","00:29:25,000",Who do you think?,Who do you think?,Who do you think?,surprise,mild
"00:29:25,000","00:29:25,000",I like Nate.,I like Nate.,I like Nate.,happiness,mild
"00:29:25,000","00:29:27,000","No, no, no, no, no, no, no, no, no.","No, no, no, no, no, no, no, no, no.","No, no, no, no, no, no, no, no, no.",anger,intense
"00:29:27,000","00:29:31,000","The old people, they already were going to target you two,","The old people, they already were going to target you two,","The old people, they already were going to target you two,",anger,moderate
"00:29:31,000","00:29:32,000",I heard.,I heard.,I heard.,neutral,neutral
"00:29:33,000","00:29:34,000",They were going to target one,They were going to target one,They were going to target one,neutral,neutral
"00:29:34,000","00:29:36,000",because they thought you guys were getting too close.,because they thought you guys were getting too close.,because they thought you guys were getting too close.,anger,moderate
"00:29:36,000","00:29:38,000",I think I made a mistake.,I think I made a mistake.,I think I made a mistake.,sadness,moderate
"00:29:38,000","00:29:39,000","I already went to Nate and was like,","I already went to Nate and was like,","I already went to Nate and was like,",neutral,neutral
"00:29:39,000","00:29:40,000","hey man, you're the man.","hey man, you're the man.","hey man, you're the man.",happiness,mild
"00:29:40,000","00:29:41,000",Yeah.,Yeah.,Yeah.,neutral,neutral
"00:29:41,000","00:29:43,000",I reckon it should be us three and him.,I reckon it should be us three and him.,I reckon it should be us three and him.,neutral,neutral
"00:29:43,000","00:29:46,000","I don't, I don't, I don't think that's a good idea.","I don't, I don't, I don't think that's a good idea.","I don't, I don't, I don't think that's a good idea.",anger,moderate
"00:29:46,000","00:29:47,000",I reckon us three.,I reckon us three.,I reckon us three.,neutral,neutral
"00:29:47,000","00:29:48,000","Yeah, for sure.","Yeah, for sure.","Yeah, for sure.",happiness,mild
"00:29:58,000","00:30:00,000",What are you thinking tonight?,What are you thinking tonight?,What are you thinking tonight?,surprise,mild
"00:30:00,000","00:30:07,000","I think I'm thinking the same thing as everyone else, which is, as long as it's not me.","I think I'm thinking the same thing as everyone else, which is, as long as it's not me.","I think I'm thinking the same thing as everyone else, which is, as long as it's not me.",fear,moderate
"00:30:07,000","00:30:09,000",Is there an idea getting thrown around?,Is there an idea getting thrown around?,Is there an idea getting thrown around?,surprise,mild
"00:30:09,000","00:30:12,000","Well, it's the weakest person.","Well, it's the weakest person.","Well, it's the weakest person.",anger,mild
"00:30:12,000","00:30:14,000",Which is...,Which is...,Which is...,surprise,mild
"00:30:14,000","00:30:16,000",Yeah. Yeah.,Yeah. Yeah.,Yeah. Yeah.,neutral,neutral
"00:30:16,000","00:30:18,000",I think it is.,I think it is.,I think it is.,surprise,mild
"00:30:18,000","00:30:22,000",The only person that probably wouldn't do that is Nate.,The only person that probably wouldn't do that is Nate.,The only person that probably wouldn't do that is Nate.,neutral,neutral
"00:30:22,000","00:30:27,000",But I think it's all about the first couple of challenges and stuff.,But I think it's all about the first couple of challenges and stuff.,But I think it's all about the first couple of challenges and stuff.,neutral,neutral
"00:30:27,000","00:30:32,000","It's about strength, and, like, she's lovely, and she's mummy,","It's about strength, and, like, she's lovely, and she's mummy,","It's about strength, and, like, she's lovely, and she's mummy,",happiness,mild
"00:30:32,000","00:30:37,000",but I don't need a mum. I need someone who can...,but I don't need a mum. I need someone who can...,but I don't need a mum. I need someone who can...,happiness,moderate
"00:30:37,000","00:30:39,000",Yeah. ...run.,Yeah. ...run.,Yeah. ...run.,neutral,neutral
"00:30:39,000","00:30:41,000",GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,neutral,neutral
"00:30:41,000","00:30:43,000",GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,neutral,neutral
"00:30:43,000","00:30:45,000",GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,neutral,neutral
"00:30:45,000","00:30:47,000",GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,neutral,neutral
"00:30:49,000","00:30:51,000",ELECTRONIC MUSIC,ELECTRONIC MUSIC,ELECTRONIC MUSIC,neutral,neutral
"00:30:51,000","00:30:53,000",ELECTRONIC MUSIC,ELECTRONIC MUSIC,ELECTRONIC MUSIC,neutral,neutral
"00:30:53,000","00:30:55,000",ELECTRONIC MUSIC,ELECTRONIC MUSIC,ELECTRONIC MUSIC,neutral,neutral
"00:30:56,000","00:30:58,000",ELECTRONIC MUSIC,ELECTRONIC MUSIC,ELECTRONIC MUSIC,neutral,neutral
"00:30:58,000","00:31:00,000",ELECTRONIC MUSIC,ELECTRONIC MUSIC,ELECTRONIC MUSIC,neutral,neutral
"00:31:00,000","00:31:02,000",ELECTRONIC MUSIC,ELECTRONIC MUSIC,ELECTRONIC MUSIC,neutral,neutral
"00:31:22,000","00:31:24,000",GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,GENTLE ELECTRONIC MUSIC,neutral,neutral
"00:31:25,000","00:31:30,000","I'm, like, tossing up, like, cos everyone thinks Hannah's really weak and everything.","I'm, like, tossing up, like, cos everyone thinks Hannah's really weak and everything.","I'm, like, tossing up, like, cos everyone thinks Hannah's really weak and everything.",surprise,moderate
"00:31:30,000","00:31:33,000",And I could see that. I could definitely see that.,And I could see that. I could definitely see that.,And I could see that. I could definitely see that.,surprise,mild
"00:31:33,000","00:31:36,000","But she is very strong, and she is helping out.","But she is very strong, and she is helping out.","But she is very strong, and she is helping out.",happiness,moderate
"00:31:36,000","00:31:40,000","But I don't know, like, people see her as the weaker player.","But I don't know, like, people see her as the weaker player.","But I don't know, like, people see her as the weaker player.",surprise,moderate
"00:31:40,000","00:31:42,000","So... But then Tom, he's...","So... But then Tom, he's...","So... But then Tom, he's...",surprise,mild
"00:31:42,000","00:31:45,000",I don't know if he's actually that strong.,I don't know if he's actually that strong.,I don't know if he's actually that strong.,surprise,mild
"00:31:45,000","00:31:47,000",And then... May have a point there.,And then... May have a point there.,And then... May have a point there.,surprise,mild
"00:31:47,000","00:31:50,000","He hasn't done anything strong to show us, you know what I mean?","He hasn't done anything strong to show us, you know what I mean?","He hasn't done anything strong to show us, you know what I mean?",anger,moderate
"00:31:50,000","00:31:52,000",He doesn't look that strong.,He doesn't look that strong.,He doesn't look that strong.,neutral,neutral
"00:31:52,000","00:31:54,000",And then...,And then...,And then...,surprise,mild
"00:31:54,000","00:31:56,000",I don't trust him.,I don't trust him.,I don't trust him.,anger,moderate
"00:32:01,000","00:32:05,000",and I haven't really talked to Hannah or Shay again.,and I haven't really talked to Hannah or Shay again.,and I haven't really talked to Hannah or Shay again.,neutral,neutral
"00:32:07,000","00:32:10,000","because they have been going off with other people and doing things,","because they have been going off with other people and doing things,","because they have been going off with other people and doing things,",anger,moderate
"00:32:10,000","00:32:12,000",and I'm just wondering.,and I'm just wondering.,and I'm just wondering.,surprise,mild
"00:32:17,000","00:32:20,000",Everything is ultimately just gonna get us to win.,Everything is ultimately just gonna get us to win.,Everything is ultimately just gonna get us to win.,happiness,moderate
"00:32:20,000","00:32:22,000",Same plan. Same plan.,Same plan. Same plan.,Same plan. Same plan.,neutral,neutral
"00:32:22,000","00:32:24,000","So far, so good, yeah? So far, so good.","So far, so good, yeah? So far, so good.","So far, so good, yeah? So far, so good.",neutral,neutral
"00:32:24,000","00:32:26,000",Yeah.,Yeah.,Yeah.,neutral,neutral
"00:32:26,000","00:32:30,000",Always paranoid of what other people are seeing.,Always paranoid of what other people are seeing.,Always paranoid of what other people are seeing.,fear,moderate
"00:32:32,000","00:32:34,000",We can't do this again.,We can't do this again.,We can't do this again.,anger,moderate
"00:32:34,000","00:32:36,000","Walk off then? Yeah. Yep, yep.","Walk off then? Yeah. Yep, yep.","Walk off then? Yeah. Yep, yep.",neutral,neutral
"00:32:36,000","00:32:39,000",And a couple in survival is dangerous.,And a couple in survival is dangerous.,And a couple in survival is dangerous.,surprise,moderate
"00:32:39,000","00:32:43,000","And so if they view us to be a strong couple,","And so if they view us to be a strong couple,","And so if they view us to be a strong couple,",fear,mild
"00:32:43,000","00:32:46,000","yeah, one of us is gonna be on the chopping block.","yeah, one of us is gonna be on the chopping block.","yeah, one of us is gonna be on the chopping block.",fear,moderate
"00:32:51,000","00:32:54,000",I don't feel safe heading into tribal.,I don't feel safe heading into tribal.,I don't feel safe heading into tribal.,fear,intense
"00:32:54,000","00:32:57,000","I mean, who knows what could happen?","I mean, who knows what could happen?","I mean, who knows what could happen?",surprise,moderate
"00:32:59,000","00:33:02,000",No-one is giving a clear number.,No-one is giving a clear number.,No-one is giving a clear number.,surprise,mild
"00:33:02,000","00:33:05,000",There's no majority vote yet.,There's no majority vote yet.,There's no majority vote yet.,neutral,neutral
"00:33:07,000","00:33:09,000","So, so nervous.","So, so nervous.","So, so nervous.",fear,intense
"00:33:09,000","00:33:11,000","I'm hoping I'm in a good position,","I'm hoping I'm in a good position,","I'm hoping I'm in a good position,",neutral,neutral
"00:33:11,000","00:33:14,000",but my heart is absolutely pounding.,but my heart is absolutely pounding.,but my heart is absolutely pounding.,fear,intense
"00:33:15,000","00:33:19,000","Being discussed, and I feel I have almost been instructed","Being discussed, and I feel I have almost been instructed","Being discussed, and I feel I have almost been instructed",anger,moderate
"00:33:19,000","00:33:21,000",to vote a certain way.,to vote a certain way.,to vote a certain way.,neutral,neutral
"00:33:44,000","00:33:46,000",CHEERING,CHEERING,CHEERING,happiness,intense
"00:33:54,000","00:33:56,000",Welcome to Tribal Council.,Welcome to Tribal Council.,Welcome to Tribal Council.,neutral,neutral
"00:34:01,000","00:34:04,000","In this game, fire represents life.","In this game, fire represents life.","In this game, fire represents life.",surprise,moderate
"00:34:04,000","00:34:08,000","Once your fire is gone, you are gone from this tribe.","Once your fire is gone, you are gone from this tribe.","Once your fire is gone, you are gone from this tribe.",fear,moderate
"00:34:08,000","00:34:11,000","Day one of Survivor New Zealand,","Day one of Survivor New Zealand,","Day one of Survivor New Zealand,",neutral,neutral
"00:34:11,000","00:34:14,000","day one of the Mogotron tribe, will be gone.","day one of the Mogotron tribe, will be gone.","day one of the Mogotron tribe, will be gone.",sadness,mild
"00:34:16,000","00:34:19,000","Tom, how would you feel if that was you?","Tom, how would you feel if that was you?","Tom, how would you feel if that was you?",surprise,mild
"00:34:19,000","00:34:21,000",I'd feel rough.,I'd feel rough.,I'd feel rough.,sadness,moderate
"00:34:23,000","00:34:26,000","It's a big trip to make, and then to go back so early,","It's a big trip to make, and then to go back so early,","It's a big trip to make, and then to go back so early,",sadness,moderate
"00:34:26,000","00:34:28,000",so it'd be rough.,so it'd be rough.,so it'd be rough.,sadness,moderate
"00:34:28,000","00:34:31,000","Louisa, do you think there's any game-playing going on","Louisa, do you think there's any game-playing going on","Louisa, do you think there's any game-playing going on",surprise,mild
"00:34:31,000","00:34:34,000","already, day one of Survivor New Zealand?","already, day one of Survivor New Zealand?","already, day one of Survivor New Zealand?",surprise,mild
"00:34:34,000","00:34:37,000","Oh, people are talking and going off,","Oh, people are talking and going off,","Oh, people are talking and going off,",surprise,mild
"00:34:37,000","00:34:40,000",discussing who they think or what weaknesses people have.,discussing who they think or what weaknesses people have.,discussing who they think or what weaknesses people have.,surprise,mild
"00:34:40,000","00:34:42,000",We hardly know each other.,We hardly know each other.,We hardly know each other.,neutral,neutral
"00:34:42,000","00:34:44,000","You don't even get to spend a night on the island,","You don't even get to spend a night on the island,","You don't even get to spend a night on the island,",sadness,moderate
"00:34:44,000","00:34:47,000",and you've got to send one of your team members home.,and you've got to send one of your team members home.,and you've got to send one of your team members home.,sadness,moderate
"00:34:48,000","00:34:50,000",And it's not a nice feeling.,And it's not a nice feeling.,And it's not a nice feeling.,sadness,moderate
"00:34:53,000","00:34:56,000","Hannah, day one, how difficult is it to vote someone","Hannah, day one, how difficult is it to vote someone","Hannah, day one, how difficult is it to vote someone",surprise,mild
"00:34:56,000","00:34:59,000",out of this game when you've just met each other?,out of this game when you've just met each other?,out of this game when you've just met each other?,surprise,mild
"00:34:59,000","00:35:01,000",It's hard.,It's hard.,It's hard.,sadness,moderate
"00:35:01,000","00:35:02,000",Hard.,Hard.,Hard.,sadness,moderate
"00:35:02,000","00:35:03,000",This is a hard game.,This is a hard game.,This is a hard game.,surprise,moderate
"00:35:03,000","00:35:04,000",It is.,It is.,It is.,neutral,neutral
"00:35:04,000","00:35:05,000",You're here to play it?,You're here to play it?,You're here to play it?,surprise,mild
"00:35:05,000","00:35:07,000","Yeah, man.","Yeah, man.","Yeah, man.",neutral,neutral
"00:35:07,000","00:35:09,000",I've got things to prove.,I've got things to prove.,I've got things to prove.,happiness,moderate
"00:35:10,000","00:35:12,000",What have you got to prove?,What have you got to prove?,What have you got to prove?,surprise,mild
"00:35:14,000","00:35:16,000","People often look at me and just think,","People often look at me and just think,","People often look at me and just think,",neutral,neutral
"00:35:16,000","00:35:18,000","oh, here's a pretty girl in a dress","oh, here's a pretty girl in a dress","oh, here's a pretty girl in a dress",neutral,neutral
"00:35:18,000","00:35:20,000",who does her hair and make-up.,who does her hair and make-up.,who does her hair and make-up.,neutral,neutral
"00:35:20,000","00:35:22,000","She can't pull her weight, but I was out there","She can't pull her weight, but I was out there","She can't pull her weight, but I was out there",anger,moderate
"00:35:22,000","00:35:24,000","lifting massive rocks, you know,","lifting massive rocks, you know,","lifting massive rocks, you know,",happiness,moderate
"00:35:24,000","00:35:27,000",pulling all my power-lifting skills into play.,pulling all my power-lifting skills into play.,pulling all my power-lifting skills into play.,happiness,moderate
"00:35:28,000","00:35:30,000",You can't judge a book by its cover.,You can't judge a book by its cover.,You can't judge a book by its cover.,surprise,moderate
"00:35:30,000","00:35:32,000","You know, I've got a lot to prove.","You know, I've got a lot to prove.","You know, I've got a lot to prove.",happiness,moderate
"00:35:32,000","00:35:35,000",What are you looking for in a good tribe member?,What are you looking for in a good tribe member?,What are you looking for in a good tribe member?,surprise,mild
"00:35:35,000","00:35:37,000",Someone who's got my back.,Someone who's got my back.,Someone who's got my back.,happiness,mild
"00:35:37,000","00:35:39,000",Do you trust everyone?,Do you trust everyone?,Do you trust everyone?,surprise,mild
"00:35:39,000","00:35:41,000","Yes, to an extent.","Yes, to an extent.","Yes, to an extent.",neutral,neutral
"00:35:41,000","00:35:44,000","At the end of the day, it comes down to it's in a game.","At the end of the day, it comes down to it's in a game.","At the end of the day, it comes down to it's in a game.",surprise,mild
"00:35:45,000","00:35:47,000","Things can happen, people can turn.","Things can happen, people can turn.","Things can happen, people can turn.",fear,moderate
"00:35:51,000","00:35:53,000","Arby, you got Hannah's back?","Arby, you got Hannah's back?","Arby, you got Hannah's back?",surprise,mild
"00:35:54,000","00:35:59,000","I mean, you can't really have everyone's back.","I mean, you can't really have everyone's back.","I mean, you can't really have everyone's back.",surprise,moderate
"00:36:00,000","00:36:02,000","I don't know who's got my back,","I don't know who's got my back,","I don't know who's got my back,",surprise,moderate
"00:36:02,000","00:36:04,000",I don't know who's back I've got yet.,I don't know who's back I've got yet.,I don't know who's back I've got yet.,surprise,moderate
"00:36:04,000","00:36:06,000","It's day one, it's still so, so early.","It's day one, it's still so, so early.","It's day one, it's still so, so early.",neutral,neutral
"00:36:09,000","00:36:11,000",Anyone emerging as a leader?,Anyone emerging as a leader?,Anyone emerging as a leader?,surprise,mild
"00:36:12,000","00:36:14,000","If anyone, I'd have to say old Tony here.","If anyone, I'd have to say old Tony here.","If anyone, I'd have to say old Tony here.",happiness,mild
"00:36:14,000","00:36:16,000",He's had a wealth of experience building,He's had a wealth of experience building,He's had a wealth of experience building,happiness,moderate
"00:36:16,000","00:36:18,000",and he really knows his stuff.,and he really knows his stuff.,and he really knows his stuff.,happiness,moderate
"00:36:18,000","00:36:21,000",I think we all listen and respect his opinion.,I think we all listen and respect his opinion.,I think we all listen and respect his opinion.,happiness,moderate
"00:36:22,000","00:36:24,000","Tony, do you feel like you're a leader?","Tony, do you feel like you're a leader?","Tony, do you feel like you're a leader?",surprise,mild
"00:36:26,000","00:36:28,000","Yeah, I think I am.","Yeah, I think I am.","Yeah, I think I am.",happiness,mild
"00:36:28,000","00:36:30,000","But they've got a great bunch of people here,","But they've got a great bunch of people here,","But they've got a great bunch of people here,",happiness,mild
"00:36:30,000","00:36:32,000","you know, I think some of them have been","you know, I think some of them have been","you know, I think some of them have been",surprise,mild
"00:36:32,000","00:36:34,000","biting their lip a bit, but they can see","biting their lip a bit, but they can see","biting their lip a bit, but they can see",surprise,mild
"00:36:34,000","00:36:36,000","what I'm trying to get at, which is good.","what I'm trying to get at, which is good.","what I'm trying to get at, which is good.",neutral,neutral
"00:36:36,000","00:36:38,000",You think some of this tribe are,You think some of this tribe are,You think some of this tribe are,surprise,mild
"00:36:39,000","00:36:41,000","Yeah, I think maybe one or two.","Yeah, I think maybe one or two.","Yeah, I think maybe one or two.",surprise,mild
"00:36:41,000","00:36:43,000","I mean, I expected that, you know,","I mean, I expected that, you know,","I mean, I expected that, you know,",neutral,neutral
"00:36:43,000","00:36:45,000",I didn't want to come on too strong,I didn't want to come on too strong,I didn't want to come on too strong,neutral,neutral
"00:36:45,000","00:36:47,000",because we are a team.,because we are a team.,because we are a team.,happiness,mild
"00:36:47,000","00:36:49,000","Tony, what are your weak points?","Tony, what are your weak points?","Tony, what are your weak points?",surprise,mild
"00:36:50,000","00:36:52,000",I've got a few.,I've got a few.,I've got a few.,neutral,neutral
"00:36:52,000","00:36:54,000",I've got a very dark sense of humour,I've got a very dark sense of humour,I've got a very dark sense of humour,happiness,mild
"00:36:54,000","00:36:56,000",and some people are going to appreciate it.,and some people are going to appreciate it.,and some people are going to appreciate it.,neutral,neutral
"00:36:56,000","00:36:58,000","It could be my downfall, I guess,","It could be my downfall, I guess,","It could be my downfall, I guess,",fear,mild
"00:36:58,000","00:37:00,000","but this is Survivor, anything can happen,","but this is Survivor, anything can happen,","but this is Survivor, anything can happen,",surprise,moderate
"00:37:00,000","00:37:02,000",probably we'll deal with it.,probably we'll deal with it.,probably we'll deal with it.,happiness,mild
"00:37:02,000","00:37:04,000",Have alliances been formed today?,Have alliances been formed today?,Have alliances been formed today?,surprise,mild
"00:37:09,000","00:37:11,000",Yes.,Yes.,Yes.,neutral,neutral
"00:37:16,000","00:37:18,000",Who's playing this game with honour?,Who's playing this game with honour?,Who's playing this game with honour?,surprise,mild
"00:37:18,000","00:37:20,000",Any of you?,Any of you?,Any of you?,surprise,mild
"00:37:20,000","00:37:22,000",Sala?,Sala?,Sala?,surprise,mild
"00:37:22,000","00:37:24,000","I'd like to think I'm a man of integrity,","I'd like to think I'm a man of integrity,","I'd like to think I'm a man of integrity,",happiness,mild
"00:37:24,000","00:37:28,000",so I want to be as honest as possible.,so I want to be as honest as possible.,so I want to be as honest as possible.,neutral,neutral
"00:37:29,000","00:37:31,000",How did you feel about Isabel pilfering,How did you feel about Isabel pilfering,How did you feel about Isabel pilfering,surprise,mild
"00:37:31,000","00:37:33,000",the other tribe's loot?,the other tribe's loot?,the other tribe's loot?,surprise,mild
"00:37:33,000","00:37:36,000","Oh, you know,","Oh, you know,","Oh, you know,",neutral,neutral
"00:37:36,000","00:37:38,000",sometimes you've got to do what you've got to do,sometimes you've got to do what you've got to do,sometimes you've got to do what you've got to do,neutral,neutral
"00:37:38,000","00:37:40,000",in order to survive.,in order to survive.,in order to survive.,happiness,moderate
"00:37:40,000","00:37:43,000","Isabel, you probably delivered the lion's share","Isabel, you probably delivered the lion's share","Isabel, you probably delivered the lion's share",happiness,mild
"00:37:43,000","00:37:45,000",of the loot in today's challenge.,of the loot in today's challenge.,of the loot in today's challenge.,neutral,neutral
"00:37:45,000","00:37:47,000",Are you feeling safe?,Are you feeling safe?,Are you feeling safe?,surprise,mild
"00:37:47,000","00:37:49,000","No, I'm not.","No, I'm not.","No, I'm not.",fear,moderate
"00:37:49,000","00:37:50,000",Why not?,Why not?,Why not?,surprise,mild
"00:37:50,000","00:37:52,000",Because I think some people disagree,Because I think some people disagree,Because I think some people disagree,anger,mild
"00:37:52,000","00:37:54,000",with me giving the knife away.,with me giving the knife away.,with me giving the knife away.,anger,mild
"00:37:54,000","00:37:56,000",Does anyone think that?,Does anyone think that?,Does anyone think that?,surprise,mild
"00:37:56,000","00:37:59,000",I personally don't think it was a wrong decision.,I personally don't think it was a wrong decision.,I personally don't think it was a wrong decision.,neutral,neutral
"00:37:59,000","00:38:02,000",Anyone can see it as a weak decision.,Anyone can see it as a weak decision.,Anyone can see it as a weak decision.,anger,moderate
"00:38:07,000","00:38:11,000","Guys, 100k up for grabs.","Guys, 100k up for grabs.","Guys, 100k up for grabs.",happiness,moderate
"00:38:11,000","00:38:13,000",Any of you want to say anything,Any of you want to say anything,Any of you want to say anything,surprise,neutral
"00:38:13,000","00:38:16,000",before we vote someone out tonight?,before we vote someone out tonight?,before we vote someone out tonight?,fear,mild
"00:38:16,000","00:38:18,000",We've got to make it there as a team first,We've got to make it there as a team first,We've got to make it there as a team first,happiness,moderate
"00:38:18,000","00:38:20,000","to get that 100k,","to get that 100k,","to get that 100k,",happiness,moderate
"00:38:20,000","00:38:23,000",so that's all I have to say about that.,so that's all I have to say about that.,so that's all I have to say about that.,neutral,neutral
"00:38:23,000","00:38:27,000",A team who has to vote someone out.,A team who has to vote someone out.,A team who has to vote someone out.,sadness,mild
"00:38:27,000","00:38:30,000",It is time for each tribe member,It is time for each tribe member,It is time for each tribe member,neutral,neutral
"00:38:30,000","00:38:34,000",to vote out the person they want to see leave.,to vote out the person they want to see leave.,to vote out the person they want to see leave.,neutral,neutral
"00:38:34,000","00:38:36,000","Luisa, you're up first.","Luisa, you're up first.","Luisa, you're up first.",neutral,neutral
"00:39:19,000","00:39:21,000",I'll go tally the votes.,I'll go tally the votes.,I'll go tally the votes.,neutral,neutral
"00:39:31,000","00:39:33,000","Once the votes are read, the decision is final.","Once the votes are read, the decision is final.","Once the votes are read, the decision is final.",neutral,neutral
"00:39:33,000","00:39:35,000",The person voted out will be asked,The person voted out will be asked,The person voted out will be asked,neutral,neutral
"00:39:39,000","00:39:43,000",I'll read the votes.,I'll read the votes.,I'll read the votes.,neutral,neutral
"00:39:43,000","00:39:45,000",First vote.,First vote.,First vote.,neutral,neutral
"00:39:45,000","00:39:47,000",Hannah.,Hannah.,Hannah.,neutral,neutral
"00:39:50,000","00:39:51,000",Second vote.,Second vote.,Second vote.,neutral,neutral
"00:39:51,000","00:39:52,000",Hannah.,Hannah.,Hannah.,neutral,neutral
"00:39:52,000","00:39:54,000","That's two votes, Hannah.","That's two votes, Hannah.","That's two votes, Hannah.",neutral,neutral
"00:39:57,000","00:39:59,000",Izzy.,Izzy.,Izzy.,neutral,neutral
"00:39:59,000","00:40:00,000","That's two votes, Izzy.","That's two votes, Izzy.","That's two votes, Izzy.",neutral,neutral
"00:40:00,000","00:40:01,000","Two votes Hannah, one vote Izzy.","Two votes Hannah, one vote Izzy.","Two votes Hannah, one vote Izzy.",neutral,neutral
"00:40:05,000","00:40:08,000","Hannah, three votes Hannah, one vote Izzy.","Hannah, three votes Hannah, one vote Izzy.","Hannah, three votes Hannah, one vote Izzy.",neutral,neutral
"00:40:11,000","00:40:14,000","Hannah, four votes Hannah, one vote Izzy.","Hannah, four votes Hannah, one vote Izzy.","Hannah, four votes Hannah, one vote Izzy.",neutral,neutral
"00:40:18,000","00:40:22,000",First person voted out of Mogaton is Hannah.,First person voted out of Mogaton is Hannah.,First person voted out of Mogaton is Hannah.,sadness,moderate
"00:40:24,000","00:40:25,000",You need to bring me a torch.,You need to bring me a torch.,You need to bring me a torch.,neutral,neutral
"00:40:31,000","00:40:37,000","Hannah, the tribe has spoken.","Hannah, the tribe has spoken.","Hannah, the tribe has spoken.",neutral,neutral
"00:40:41,000","00:40:42,000",It's time for you to go.,It's time for you to go.,It's time for you to go.,sadness,mild
"00:40:56,000","00:40:59,000","Mogaton tribe, Hannah did have a final plea for you.","Mogaton tribe, Hannah did have a final plea for you.","Mogaton tribe, Hannah did have a final plea for you.",surprise,mild
"00:41:00,000","00:41:02,000",She said don't judge a book by its cover.,She said don't judge a book by its cover.,She said don't judge a book by its cover.,neutral,neutral
"00:41:02,000","00:41:03,000",Maybe you've just done that.,Maybe you've just done that.,Maybe you've just done that.,neutral,neutral
"00:41:07,000","00:41:09,000","Let me tell you, it's not going to get any easier.","Let me tell you, it's not going to get any easier.","Let me tell you, it's not going to get any easier.",sadness,moderate
"00:41:10,000","00:41:11,000",One more thing.,One more thing.,One more thing.,neutral,neutral
"00:41:11,000","00:41:12,000",Here's some flint.,Here's some flint.,Here's some flint.,neutral,neutral
"00:41:12,000","00:41:13,000",Now you have fire.,Now you have fire.,Now you have fire.,happiness,moderate
"00:41:15,000","00:41:17,000","Grab your stuff, head back to camp.","Grab your stuff, head back to camp.","Grab your stuff, head back to camp.",neutral,neutral
"00:41:17,000","00:41:19,000","Amosu, your opposition tribe is about to enter.","Amosu, your opposition tribe is about to enter.","Amosu, your opposition tribe is about to enter.",fear,moderate
"00:41:29,000","00:41:30,000",I had an alliance.,I had an alliance.,I had an alliance.,neutral,neutral
"00:41:30,000","00:41:32,000",Obviously it's a game and they're going to do that.,Obviously it's a game and they're going to do that.,Obviously it's a game and they're going to do that.,neutral,neutral
"00:41:32,000","00:41:36,000",But I don't understand what I possibly did to worry about me out.,But I don't understand what I possibly did to worry about me out.,But I don't understand what I possibly did to worry about me out.,surprise,moderate
"00:41:59,000","00:42:16,000",Welcome to Tribal Council.,Welcome to Tribal Council.,Welcome to Tribal Council.,neutral,neutral
"00:42:21,000","00:42:24,000","Just like Mogaton before you, you now have to vote out one of your own","Just like Mogaton before you, you now have to vote out one of your own","Just like Mogaton before you, you now have to vote out one of your own",neutral,neutral
"00:42:25,000","00:42:28,000",based on what you've learned about each other in just a few hours.,based on what you've learned about each other in just a few hours.,based on what you've learned about each other in just a few hours.,neutral,neutral
"00:42:30,000","00:42:31,000",Let's start at the start.,Let's start at the start.,Let's start at the start.,neutral,neutral
"00:42:31,000","00:42:36,000","Nathan, how do you feel about being outsmarted by your opposition tribe","Nathan, how do you feel about being outsmarted by your opposition tribe","Nathan, how do you feel about being outsmarted by your opposition tribe",surprise,mild
"00:42:36,000","00:42:37,000",so early in this game?,so early in this game?,so early in this game?,surprise,mild
"00:42:39,000","00:42:41,000","We were robbed, weren't we?","We were robbed, weren't we?","We were robbed, weren't we?",sadness,moderate
"00:42:41,000","00:42:42,000",We were robbed.,We were robbed.,We were robbed.,sadness,moderate
"00:42:42,000","00:42:46,000",We were caught not thinking outside the square and I'm pretty confident,We were caught not thinking outside the square and I'm pretty confident,We were caught not thinking outside the square and I'm pretty confident,surprise,moderate
"00:42:46,000","00:42:48,000",as a group that won't be happening again.,as a group that won't be happening again.,as a group that won't be happening again.,happiness,moderate
"00:42:51,000","00:42:53,000","Georgia, is this tribe too nice?","Georgia, is this tribe too nice?","Georgia, is this tribe too nice?",surprise,mild
"00:42:54,000","00:42:55,000",Maybe.,Maybe.,Maybe.,neutral,neutral
"00:42:56,000","00:42:59,000","We'll have to see sort of what happens further down the track, maybe.","We'll have to see sort of what happens further down the track, maybe.","We'll have to see sort of what happens further down the track, maybe.",surprise,mild
