Sentence,S,D,I,POS_Tags,TF_IDF,Sentiment_Score,Custom_Embeddings,NER_Entities
So is he's feeling a little bit better.,,,,"['ADV', 'AUX', 'PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADV', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0.15625,"[-0.008542366325855255, 0.021729590371251106, 0.00813035573810339, 0.00019498582696542144, 0.013018138706684113, -0.03666460141539574, 0.01643255166709423, 0.04091086983680725, -0.013687847182154655, -0.013197832740843296, -0.0043868133798241615, -0.028606297448277473, -0.0008557515684515238, 0.009003821760416031, 0.011034132912755013, -0.012280851602554321, 0.005419453606009483, -0.01624315045773983, -0.0038222328294068575, -0.03609069064259529, 0.011439048685133457, 0.012758550234138966, 0.012462204322218895, -0.009715788066387177, 0.0007104042451828718, 0.0014877186622470617, -0.006217502988874912, -0.01073253434151411, -0.027693714946508408, 0.0032330937683582306, 0.02774553932249546, 0.0025824210606515408, -0.0005813472671434283, -0.019157974049448967, -0.00994554441422224, 0.024156639352440834, 0.012425782158970833, -0.012014923617243767, -0.013285893015563488, -0.03156828507781029, 0.00914084818214178, -0.015357044525444508, -0.009815455414354801, 0.0010341585148125887, 0.02282850444316864, -0.002229134552180767, -0.013571801595389843, -0.004357611294835806, 0.010904028080403805, 0.009825946763157845, 0.009945493191480637, -0.009931350126862526, -0.004448472987860441, -0.003521582344546914, -0.016896268352866173, 0.008773546665906906, 0.003536035306751728, 0.004977833013981581, -0.01913224533200264, 0.006479448638856411, 0.0026496495120227337, -0.0010030899429693818, 0.012969186529517174, -0.007788697723299265, -0.01709640584886074, 0.01564170978963375, 0.012612774968147278, 0.019018162041902542, -0.028155570849776268, 0.022341355681419373, -0.01665307953953743, 0.015842055901885033, 0.018529823049902916, 0.0005149221979081631, 0.027313219383358955, 0.009458883665502071, 0.0015612756833434105, -0.001305383862927556, -0.01953945681452751, 0.001609339378774166, -0.011623196303844452, 0.003511092159897089, -0.015335648320615292, 0.024316925555467606, -0.008128184825181961, -0.006455438211560249, 0.012381347827613354, 0.02075512893497944, 0.016667164862155914, 0.004480957053601742, 0.026117321103811264, 0.01308378390967846, 0.0048062363639473915, 0.005500718019902706, 0.035109009593725204, 0.014995849691331387, 0.01745251938700676, -0.015359865501523018, -0.004730857443064451, -0.003492759307846427]",[]
"She said to me, even if she pulls through, if it comes to us losing a challenge to dry ball, then she'll talk to us.",,,,"['PRON', 'VERB', 'ADP', 'PRON', 'PUNCT', 'ADV', 'SCONJ', 'PRON', 'VERB', 'ADV', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'AUX', 'VERB', 'ADP', 'PRON', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],-0.066666667,"[-0.011249372735619545, 0.020990557968616486, 0.006395988631993532, -0.0002743568329606205, 0.011758115142583847, -0.03649454936385155, 0.01180177554488182, 0.04200486093759537, -0.015547730959951878, -0.0157704409211874, -0.006873404607176781, -0.029348298907279968, -0.00507144583389163, 0.011737313121557236, 0.009604244492948055, -0.012824730016291142, 0.0075642080046236515, -0.013114468194544315, -0.004084264859557152, -0.034435391426086426, 0.010148992761969566, 0.013124761171638966, 0.01121954433619976, -0.01036266889423132, 0.0009651797008700669, 0.0032791413832455873, -0.010747736319899559, -0.009001067839562893, -0.026461156085133553, 0.004148278851062059, 0.030147140845656395, 6.940651655895635e-05, -0.0015910224756225944, -0.02283705398440361, -0.009263511747121811, 0.019926197826862335, 0.012150624766945839, -0.01051861047744751, -0.009763873182237148, -0.02662084624171257, 0.006545818876475096, -0.014009897597134113, -0.010610157623887062, -0.00039785855915397406, 0.022218765690922737, -0.0006198367918841541, -0.012813449837267399, -0.004999544005841017, 0.013284786604344845, 0.011157266795635223, 0.011584133841097355, -0.014811196364462376, -0.0008980319835245609, -0.0028404223266988993, -0.016815107315778732, 0.01249998901039362, 0.005207741167396307, 0.006354553624987602, -0.01874837838113308, 0.00960259884595871, 0.0028397280257195234, 0.0009167008101940155, 0.006940712220966816, -0.007242044899612665, -0.01564810238778591, 0.016120433807373047, 0.00953001994639635, 0.016399847343564034, -0.023626500740647316, 0.02309175208210945, -0.015269664116203785, 0.011033602058887482, 0.021310850977897644, 0.0022233189083635807, 0.0267645176500082, 0.008242390118539333, -0.0006865334580652416, -0.00030180427711457014, -0.015072125010192394, -0.002611194271594286, -0.013644330203533173, 0.004604067653417587, -0.016824183985590935, 0.025847485288977623, -0.007805460132658482, -0.0050011128187179565, 0.011936399154365063, 0.016480593010783195, 0.017359795048832893, 0.004782452713698149, 0.028276704251766205, 0.012260760180652142, 0.006048668175935745, 0.0026923927944153547, 0.03259972855448723, 0.01429160125553608, 0.017278702929615974, -0.02017487771809101, -0.004038912709802389, -0.004000287037342787]",[]
It's just about loading her out so she can go home.,,,,"['PRON', 'AUX', 'ADV', 'ADP', 'VERB', 'PRON', 'ADP', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADV', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.010642871260643005, 0.01935482770204544, 0.003777707228437066, -0.00343896821141243, 0.010791218839585781, -0.038783200085163116, 0.013111179694533348, 0.04430660605430603, -0.016391325742006302, -0.018086733296513557, -0.005272671114653349, -0.02883557230234146, -0.005318604875355959, 0.011488757096230984, 0.007536455988883972, -0.0157486479729414, 0.004643729422241449, -0.013494444079697132, -0.004945175256580114, -0.03692391514778137, 0.014728433452546597, 0.01168789528310299, 0.011703462339937687, -0.012303164228796959, 0.0036631496623158455, 0.0024081345181912184, -0.009848655201494694, -0.010685887187719345, -0.029754720628261566, 0.005215666256844997, 0.028815515339374542, 0.002994152717292309, 0.000412387860706076, -0.025070281699299812, -0.01238223072141409, 0.02202717959880829, 0.01194779947400093, -0.010576393455266953, -0.01251708809286356, -0.029279910027980804, 0.008457577787339687, -0.01470477506518364, -0.01042935624718666, 0.0012938242871314287, 0.02334500476717949, -0.00638581532984972, -0.014128496870398521, -0.006581510417163372, 0.014473756775259972, 0.013018190860748291, 0.010516217909753323, -0.0132373608648777, -0.00132365757599473, -0.003902641125023365, -0.01964709535241127, 0.00943425390869379, 0.004581314045935869, 0.005950408987700939, -0.018584800884127617, 0.007867597974836826, 0.006784089375287294, -0.0006691818707622588, 0.01020412053912878, -0.010008619166910648, -0.023205965757369995, 0.019531330093741417, 0.00708815036341548, 0.018570221960544586, -0.029210317879915237, 0.02294941619038582, -0.018645523115992546, 0.015011897310614586, 0.021049173548817635, 0.0009134924621321261, 0.029602540656924248, 0.010917864739894867, -0.00293579394929111, 0.0010842462070286274, -0.01844101771712303, 8.283352144644596e-06, -0.014524203725159168, 0.008292187936604023, -0.021521560847759247, 0.02758520282804966, -0.007651403546333313, -0.005101456772536039, 0.012192069552838802, 0.0166782159358263, 0.01674261875450611, 0.007581032812595367, 0.031097374856472015, 0.01184550579637289, 0.005153961945325136, 0.001986767165362835, 0.03301966190338135, 0.01784079521894455, 0.017651734873652458, -0.022575153037905693, -0.005391637794673443, -0.006468978710472584]",[]
"What will happen to challenge me now knows after day one, anything can happen.",,,,"['PRON', 'AUX', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'VERB', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'PRON', 'AUX', 'VERB', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.007859180681407452, 0.012051118537783623, 0.003882627235725522, -0.000906396540813148, 0.008403847925364971, -0.025007056072354317, 0.005874590016901493, 0.028708187863230705, -0.008025220595300198, -0.011265568435192108, -0.005139435641467571, -0.02040574885904789, -0.004862380679696798, 0.007960311137139797, 0.0037113558501005173, -0.009883026592433453, -0.0006996334413997829, -0.010535718873143196, -0.004118696786463261, -0.0250814538449049, 0.008568409830331802, 0.009649274870753288, 0.009039788506925106, -0.009908370673656464, -0.0006047642673365772, 0.002601747866719961, -0.006212844979017973, -0.0036074428353458643, -0.020582620054483414, 0.003942885436117649, 0.018024399876594543, 0.0008659831946715713, -0.0007107719429768622, -0.015670645982027054, -0.009252005256712437, 0.013908120803534985, 0.008542634546756744, -0.005189797375351191, -0.004835035651922226, -0.017482565715909004, 0.004525630734860897, -0.007709854282438755, -0.0063936482183635235, -0.0028848673682659864, 0.013390421867370605, -0.003201698651537299, -0.009950275532901287, -0.0039254711009562016, 0.012209206819534302, 0.009455296210944653, 0.005991216283291578, -0.010955920442938805, 0.0007427833625115454, -0.0023212118539959192, -0.010389754548668861, 0.009533449076116085, 0.00340202241204679, 0.0011884755222126842, -0.01329523604363203, 0.0041421460919082165, 0.0004137749201618135, 0.0009736933861859143, 0.005392014514654875, -0.0066629997454583645, -0.013333827257156372, 0.010133370757102966, 0.006445616949349642, 0.009957356378436089, -0.014977446757256985, 0.01624722220003605, -0.010393382050096989, 0.008345182985067368, 0.014823248609900475, 0.0028260245453566313, 0.018269972875714302, 0.008861691690981388, -0.0031089584808796644, 0.0010077579645439982, -0.012245988473296165, -0.002230588113889098, -0.00901713129132986, 0.0021279663778841496, -0.014732560142874718, 0.015443087555468082, -0.0059000179171562195, -0.003991401754319668, 0.007556661032140255, 0.012087282724678516, 0.01348409615457058, 0.0031089563854038715, 0.021611060947179794, 0.009038490243256092, 0.0034795855171978474, -0.001286703278310597, 0.023099226877093315, 0.006582188419997692, 0.01152568869292736, -0.013268784619867802, -0.0046340785920619965, -0.004802269395440817]",[]
"Forget about last night, forget about yesterday.",,,,"['VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.0023245569318532944, 0.0084166768938303, 0.00842128787189722, -0.0010303626768290997, 0.0035627696197479963, -0.01671004667878151, 0.00860451441258192, 0.02200928144156933, -0.00596454506739974, -0.009165736846625805, -0.004552180413156748, -0.013223012909293175, -0.0006225018878467381, 0.0029016961343586445, 0.0017754652071744204, -0.003107596654444933, 0.000307804235490039, -0.0042969658970832825, -0.00014544032455887645, -0.015509061515331268, 0.002851722529157996, 0.009734736755490303, 0.00889151357114315, -0.008273518644273281, 0.0008304108632728457, -0.0006200489006005228, -0.007235015742480755, -0.0028765026945620775, -0.017220498993992805, 0.003390187630429864, 0.012743779458105564, 0.00033344145049341023, 0.0019729395862668753, -0.014719120226800442, -0.011775669641792774, 0.007806848268955946, 0.004103114362806082, -0.008083775639533997, -0.010402913205325603, -0.013168521225452423, 0.0018138345330953598, -0.002848903415724635, -0.004103096202015877, -0.0011641776654869318, 0.016550138592720032, -0.005404744762927294, -0.005519283469766378, -0.003973333165049553, 0.006698917131870985, 0.009925306774675846, 0.0036896471865475178, -0.008273816667497158, 0.005281649995595217, -0.001018992275930941, -0.008836019784212112, 0.0014341428177431226, -0.00038763327756896615, 0.0009309799643233418, -0.010098502039909363, 0.0005195937701500952, 0.0010767251951619983, 0.0007123308605514467, 0.00229480373673141, -0.00020573001529555768, -0.008140714839100838, 0.010438067838549614, 0.0033042305149137974, 0.01111188717186451, -0.01655101403594017, 0.01013024989515543, -0.011562444269657135, 0.01228788960725069, 0.013444474898278713, -0.003002308076247573, 0.014522233046591282, 0.00865995418280363, -0.0013485780218616128, -0.0005468187155202031, -0.0112600177526474, 0.001288031809963286, -0.004800278227776289, -0.0027145652566105127, -0.010385824367403984, 0.011635346338152885, -0.004652089439332485, -0.0035472011659294367, 0.007675590924918652, 0.003972032107412815, 0.00598537502810359, 0.00043027620995417237, 0.011140448972582817, 0.00603908346965909, 0.0021558189764618874, 0.005473859142512083, 0.01908881962299347, 0.004193867556750774, 0.00892031379044056, -0.00834631361067295, -0.003953533247113228, -5.685276846634224e-05]","[('about last night', 'TIME'), ('about yesterday', 'DATE')]"
We go in there today and all we want to do is obliterate the opposition.,,,,"['PRON', 'VERB', 'ADV', 'ADV', 'NOUN', 'CCONJ', 'PRON', 'PRON', 'VERB', 'PART', 'VERB', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.014178555458784103, 0.028953777626156807, 0.005481152795255184, -0.004342938307672739, 0.01758432760834694, -0.04906237870454788, 0.020554227754473686, 0.05678136646747589, -0.01994393579661846, -0.01867932453751564, -0.0072593288496136665, -0.03747018054127693, -0.006267776247113943, 0.013609220273792744, 0.013114829547703266, -0.01913638226687908, 0.008032667450606823, -0.01585267297923565, -0.0064271376468241215, -0.051120247691869736, 0.014506752602756023, 0.015888933092355728, 0.015505881980061531, -0.01762331649661064, -0.001249396475031972, 0.0014444321859627962, -0.014482674188911915, -0.01158690545707941, -0.03757180646061897, 0.0017699816962704062, 0.03841295465826988, 0.00046702680992893875, 0.0002966123283840716, -0.030162731185555458, -0.014381209388375282, 0.025975026190280914, 0.014839986339211464, -0.01635070890188217, -0.01600567437708378, -0.033526863902807236, 0.009205018170177937, -0.018311891704797745, -0.015102715231478214, 0.0027486742474138737, 0.033120982348918915, -0.0045669241808354855, -0.018523307517170906, -0.0047307088971138, 0.019075464457273483, 0.01327503938227892, 0.016318462789058685, -0.017863471060991287, -0.0015095830895006657, -0.004375030752271414, -0.022287828847765923, 0.013854722492396832, 0.007542292587459087, 0.005921087693423033, -0.022618107497692108, 0.008623355999588966, 0.005954699125140905, -0.0007589588640257716, 0.012231763452291489, -0.008518095128238201, -0.02682885341346264, 0.025571202859282494, 0.013608313165605068, 0.023948531597852707, -0.03813260793685913, 0.0326848179101944, -0.024384092539548874, 0.018708910793066025, 0.029019998386502266, 0.0020074399653822184, 0.03534311056137085, 0.014765032567083836, 0.00026397808687761426, -0.0023060054518282413, -0.02412862330675125, -0.002652314957231283, -0.019094163551926613, 0.0050589111633598804, -0.023299358785152435, 0.03624270111322403, -0.006074581760913134, -0.00637187622487545, 0.017431575804948807, 0.01957036182284355, 0.02405586466193199, 0.007715567480772734, 0.03562271222472191, 0.015594607219099998, 0.006373147945851088, 0.002188267419114709, 0.04543882608413696, 0.018762188032269478, 0.021908070892095566, -0.026599524542689323, -0.005813781637698412, -0.006069058086723089]","[('today', 'DATE')]"
"Come on in, guys.",,,,"['VERB', 'ADP', 'ADP', 'PUNCT', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.007657768204808235, 0.012380768544971943, 0.0016871513798832893, -0.0004677529213950038, 0.0046668583527207375, -0.020706363022327423, 0.009480624459683895, 0.02356400154531002, -0.0023617411497980356, -0.008767732419073582, 0.00035762996412813663, -0.01578199490904808, -0.006954635959118605, 0.004366550128906965, 0.0046764276921749115, -0.007584783714264631, 0.007842621766030788, -0.007473999634385109, 0.00361011759378016, -0.01931021921336651, 0.0028026115614920855, 0.009014486335217953, 0.004994189366698265, -0.006021724548190832, -0.0023900875821709633, 0.006535100284963846, -0.006818666588515043, -0.00865907408297062, -0.0078721409663558, -0.000186022836714983, 0.011601656675338745, 0.001330121187493205, 0.0008982900762930512, -0.011053452268242836, -0.005730167496949434, 0.010133533738553524, 0.010536277666687965, -0.001867229351773858, -0.005863664206117392, -0.008782039396464825, 0.005456562153995037, -0.007684739306569099, -0.0008351113647222519, -0.0037329483311623335, 0.01361842080950737, 0.005591356195509434, -0.00995593797415495, -0.006425635889172554, 0.007125013507902622, 0.007903801277279854, 0.00924717728048563, -0.006356105208396912, -0.00231289048679173, -0.0016243145801126957, -0.007516925688832998, 0.0003230361035093665, 5.631847307085991e-05, -0.0025455038994550705, -0.011496122926473618, 0.0033777367789298296, -0.0023852004669606686, 0.0026304107159376144, 0.005613567307591438, -0.00272571062669158, -0.006241257768124342, 0.010134797543287277, 0.005146406125277281, 0.006416641175746918, -0.014557233080267906, 0.015159779228270054, -0.009435120970010757, 0.008578650653362274, 0.012593712657690048, -0.0008855431224219501, 0.012647620402276516, 0.0029703890904784203, 0.004206786397844553, 0.0022055392619222403, -0.01134306937456131, 0.004159605596214533, -0.008553558960556984, 0.002770274644717574, -0.009135059081017971, 0.01014743372797966, 0.0006021056324243546, -0.0022957774344831705, 0.006523323245346546, 0.006381063722074032, 0.010708631947636604, 0.0022278442047536373, 0.018308062106370926, 0.0056109060533344746, 0.0035352427512407303, 0.008114933967590332, 0.021014781668782234, 0.005662872921675444, 0.005513206124305725, -0.009520018473267555, -0.00511977169662714, 0.002256133360788226]",[]
"Take a seat over there, guys.",,,,"['VERB', 'DET', 'NOUN', 'ADV', 'ADV', 'PUNCT', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.009610578417778015, 0.010860289447009563, 0.0013919362099841237, -0.0007063359371386468, 0.005717117339372635, -0.023795753717422485, 0.005331713706254959, 0.02184499241411686, -0.009888369590044022, -0.0110712805762887, -0.002248081611469388, -0.013913487084209919, -0.0036591505631804466, 0.0015359407989308238, 0.006055871024727821, -0.004973534028977156, 0.003231549635529518, -0.003845062106847763, -0.004998952616006136, -0.017855456098914146, 0.009936647489666939, 0.009201069362461567, 0.010113914497196674, -0.0012889928184449673, -0.00671705836430192, 0.0037086799275130033, -0.004021117929369211, -0.0018866556929424405, -0.009942765347659588, 0.0004380876198410988, 0.01223389059305191, 0.0030243778601288795, -0.00048027545562945306, -0.00998203456401825, -0.006659980863332748, 0.01429655496031046, 0.008999683894217014, -0.007884510792791843, -0.010017785243690014, -0.015116117894649506, 0.009717230685055256, -0.009275102987885475, -0.005572977010160685, -0.00281622470356524, 0.013983161188662052, -0.0013372789835557342, -0.005862188059836626, 0.0012387066381052136, 0.007135213818401098, 0.00893362332135439, 0.003276461036875844, -0.007533900439739227, -0.0031688001472502947, -0.0015505278715863824, -0.006239499896764755, 0.0012099611340090632, -0.0013363506877794862, 0.002595716854557395, -0.010801342315971851, 0.002756797941401601, 0.001730631454847753, 0.005204356275498867, 0.005002796649932861, -0.0064580924808979034, -0.009985584765672684, 0.01245801243931055, 0.005772143602371216, 0.016516074538230896, -0.01621105708181858, 0.01069332379847765, -0.007070745807141066, 0.0037184124812483788, 0.011783774942159653, 0.0004172268963884562, 0.0135367875918746, 0.005363835487514734, 0.0010707986075431108, 0.001946744043380022, -0.008208519779145718, -0.0008954234072007239, -0.006344341207295656, 0.004168371204286814, -0.006422858685255051, 0.017436275258660316, -0.0014754418516531587, -0.0037635432090610266, 0.005178710445761681, 0.009970544837415218, 0.007776674348860979, 0.0014773396542295814, 0.017093325033783913, 0.0038658007979393005, 0.0017105188453570008, 0.001513429917395115, 0.018473638221621513, 0.007453609723597765, 0.006679218262434006, -0.012165847234427929, -0.0038990878965705633, 0.0019175559282302856]",[]
Both teams getting a look at the new tribes.,,,,"['DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0.136363636,"[-0.011538336053490639, 0.01860036514699459, 0.002692870330065489, -0.002510970225557685, 0.010474519804120064, -0.03136108070611954, 0.014022797346115112, 0.03517508506774902, -0.013841258361935616, -0.009892221540212631, -0.007024639286100864, -0.024352360516786575, -0.0036800922825932503, 0.01087618712335825, 0.009543996304273605, -0.011637439019978046, 0.008540713228285313, -0.009708459489047527, -0.005033318419009447, -0.030600743368268013, 0.012289214879274368, 0.013153718784451485, 0.012516291812062263, -0.010621204040944576, -0.0005397718050517142, 0.0035875625908374786, -0.008096420206129551, -0.005105635151267052, -0.02645365335047245, 0.004382774233818054, 0.027721455320715904, 0.0022305117454379797, -0.0051643941551446915, -0.02161744050681591, -0.008745351806282997, 0.01764928549528122, 0.008621444925665855, -0.009492304176092148, -0.009738421998918056, -0.021070163697004318, 0.0055928658694028854, -0.010409427806735039, -0.007226170971989632, -0.00181083963252604, 0.025422705337405205, -0.00515632564201951, -0.014442427083849907, -0.0049919066950678825, 0.013737205415964127, 0.00940277986228466, 0.010458261705935001, -0.010648067109286785, -0.002863051602616906, -0.006507825572043657, -0.017979804426431656, 0.005906920414417982, 0.0003345457080285996, 0.0033833219204097986, -0.016915112733840942, 0.0033160687889903784, 0.002790262456983328, -0.00014016068598721176, 0.005547387525439262, -0.006374092772603035, -0.01641089655458927, 0.012607892043888569, 0.010163483209908009, 0.01985977403819561, -0.024758288636803627, 0.0185711570084095, -0.012989078648388386, 0.010459903627634048, 0.018532315269112587, -0.0004544172261375934, 0.021305296570062637, 0.008635511621832848, 0.0003699480730574578, -0.0006676987977698445, -0.016343479976058006, 0.0004525942204054445, -0.013308854773640633, 0.0024387112352997065, -0.014355246908962727, 0.02292773500084877, -0.005417036358267069, -0.004884915892034769, 0.0077133867889642715, 0.014669113792479038, 0.013689213432371616, 0.005332448054105043, 0.02121516317129135, 0.011366547085344791, 0.006604593247175217, -0.0008777242619544268, 0.02928963676095009, 0.010771285742521286, 0.01752462051808834, -0.014749426394701004, -0.00410342775285244, -0.0063430131413042545]",[]
Hannah and Dee voted out at last night's Tribal Councils.,,,,"['PROPN', 'CCONJ', 'PROPN', 'VERB', 'ADP', 'ADP', 'ADJ', 'NOUN', 'PART', 'PROPN', 'PROPN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.011100741103291512, 0.016038769856095314, 0.000898645434062928, 0.0019284056033939123, 0.009473276324570179, -0.02666485868394375, 0.014769196510314941, 0.037849269807338715, -0.014946687035262585, -0.012372532859444618, -0.008054579608142376, -0.024268418550491333, -0.0026150636840611696, 0.008776826784014702, 0.0028163890819996595, -0.013465434312820435, 0.005721270106732845, -0.012122824788093567, -0.0033834415953606367, -0.031041080132126808, 0.01145558338612318, 0.010832307860255241, 0.01390836201608181, -0.008656051941215992, -0.0019623686093837023, -0.0005200039013288915, -0.008200570940971375, -0.00490271532908082, -0.0254910197108984, 0.006807143799960613, 0.026712527498602867, -0.002501226030290127, 0.0030035735107958317, -0.016175787895917892, -0.007659925613552332, 0.019013095647096634, 0.010361197404563427, -0.008906735107302666, -0.01178007386624813, -0.0239771269261837, 0.004505605436861515, -0.01403449010103941, -0.009099645540118217, -0.00010364574700361118, 0.020204845815896988, -0.005444448906928301, -0.01285806018859148, -0.009972233325242996, 0.014067163690924644, 0.0076081096194684505, 0.010766311548650265, -0.011606385931372643, -0.00017651943198870867, -0.003108073491603136, -0.012980684638023376, 0.00976686179637909, 0.0027098499704152346, -0.0011421021772548556, -0.018406931310892105, 0.0029854692984372377, 0.005041295662522316, -0.0017885525012388825, 0.007419637404382229, -0.00922985840588808, -0.017666161060333252, 0.016090545803308487, 0.012308051809668541, 0.020038248971104622, -0.025849467143416405, 0.021823754534125328, -0.013761709444224834, 0.01160089299082756, 0.01863688789308071, 0.0007690539350733161, 0.021571509540081024, 0.008565408177673817, 0.0009909977670758963, 0.0018295798217877746, -0.01643313094973564, 0.0003170555573888123, -0.013075998052954674, 0.005945653188973665, -0.01671924814581871, 0.021504642441868782, -0.005681053269654512, -0.006289954297244549, 0.010025041177868843, 0.012362509965896606, 0.013879531994462013, 0.0045622484758496284, 0.024782586842775345, 0.007770129945129156, 0.0032562525011599064, 0.0016208341112360358, 0.02901916205883026, 0.011205130256712437, 0.018417928367853165, -0.016919856891036034, -0.00373813952319324, -0.0033559314906597137]","[('Hannah', 'PERSON'), ('Dee', 'PERSON'), (""last night's"", 'TIME'), ('Tribal Councils', 'ORG')]"
"I can do this one, mate.",,,,"['PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']",[0. 0. 0. ... 0. 0. 0.],0,"[-0.008884438313543797, 0.016594743356108665, 0.005734698381274939, -0.005286825820803642, 0.012937173247337341, -0.043525099754333496, 0.015950556844472885, 0.04833510145545006, -0.01108419056981802, -0.017669929191470146, -0.006584035232663155, -0.032011762261390686, -0.009625308215618134, 0.007560084108263254, 0.005543610081076622, -0.017134366557002068, 0.005449189338833094, -0.017715362831950188, -0.003959517925977707, -0.040781859308481216, 0.012279350310564041, 0.016846781596541405, 0.013765127398073673, -0.010237209498882294, 0.0012200752971693873, 0.004620907362550497, -0.010620045475661755, -0.0026568453758955, -0.034956980496644974, 0.002850552089512348, 0.031571321189403534, -0.0008654366247355938, 8.887657895684242e-05, -0.02530934102833271, -0.013191967271268368, 0.019831174984574318, 0.010672573000192642, -0.014154765754938126, -0.011664997786283493, -0.02842465043067932, 0.005268992856144905, -0.01379010546952486, -0.01108707394450903, -0.0054658688604831696, 0.02300773374736309, -0.006291622761636972, -0.016269192099571228, -0.0035474051255732775, 0.01728121004998684, 0.01649324595928192, 0.009699176996946335, -0.014711406081914902, 0.0005335486494004726, -0.0006207984406501055, -0.015917569398880005, 0.011926468461751938, 0.005508072208613157, 0.004568461794406176, -0.01904282532632351, 0.009489216841757298, 0.00034855943522416055, 0.0006318173254840076, 0.008332161232829094, -0.00985714327543974, -0.021347539499402046, 0.02294420450925827, 0.011031854897737503, 0.01854410581290722, -0.03068690188229084, 0.027664022520184517, -0.017414215952157974, 0.01828589290380478, 0.02256658487021923, -0.004543487448245287, 0.029291167855262756, 0.010427377186715603, 0.0014518549432978034, -0.003535415278747678, -0.01957746036350727, -0.0031025197822600603, -0.018912063911557198, 0.009767841547727585, -0.021048210561275482, 0.035299066454172134, -0.00885832216590643, -0.00810257624834776, 0.015077372081577778, 0.018597053363919258, 0.015836870297789574, 0.006624882575124502, 0.031246284022927284, 0.013768193311989307, 0.009688771329820156, 0.002511432161554694, 0.038308773189783096, 0.01716865785419941, 0.01796928606927395, -0.019530093297362328, -0.0061025191098451614, -0.002526381751522422]",[]
